state,county,location_type,location_name,address1,address2,city,state_2,zip,notes,dates,hours
Maryland,Cecil,dropbox,Elkton High School,110 James Street,,Elkton,MD,21921,,2020/10/17,continuously
Maryland,Cecil,dropbox,North East High School,300 Irishtown Road,,North East,MD,21901,,2020/10/17,continuously
Maryland,Cecil,dropbox,Perryville High School,1696 Perryville Road,,Perryville,MD,21903,,2020/10/17,continuously
Maryland,Cecil,dropbox,Rising Sun High School,100 Tiger Drive,,North East,MD,21901,,2020/10/17,continuously
Maryland,Charles,dropbox,Henry E. Lackey High School,3000 Chicamuxen Road,,Indian Head,MD,20640,,2020/10/17,continuously
Maryland,Charles,dropbox,Southern Maryland Electric Cooperative (SMECO),15065 Burnt Store Road,,Hughesville,MD,20637,,2020/10/17,continuously
Maryland,Charles,dropbox,Westlake High School,3300 Middletown Road,,Waldorf,MD,20603,,2020/10/17,continuously
Maryland,Frederick,dropbox,Oakdale High School,5850 Eaglehead Drive,,Ijamsville,MD,21754,,2020/10/17,continuously
Maryland,Frederick,dropbox,William R. Talley Recreation Center,121 North Bentz Street,,Frederick,MD,21701,,2020/10/17,continuously
Maryland,Howard,dropbox,Elkridge Landing Middle School,7085 Montgomery Road,,Elkridge,MD,21075,,2020/10/17,continuously
Maryland,Howard,dropbox,Laurel Woods Elementary School,9250 N Laurel Road,,Laurel,MD,20723,,2020/10/17,continuously
Maryland,Howard,dropbox,Lisbon Elementary School,15901 Frederick Road,,Lisbon,MD,21797,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Albert Einstein High School,11135 Newport Mill Road,,Kensington,MD,20895,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Bethesda-Chevy Chase High School,4301 East-West Highway,,Bethesda,MD,20814,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Damascus High School,25921 Ridge Road,,Damascus,MD,20872,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Gaithersburg High School,101 Education Boulevard,,Gaithersburg,MD,20877,,2020/10/17,continuously
Maryland,Montgomery,dropbox,James Hubert Blake High School,300 Norwood Road,,Silver Spring,MD,20905,,2020/10/17,continuously
Maryland,Montgomery,dropbox,John F. Kennedy High School,1901 Randolph Road,,Silver Spring,MD,20902,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Northwest High School,13501 Richter Farm Road,,Germantown,MD,20874,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Northwood High School,919 University Boulevard West,,Silver Spring,MD,20901,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Paint Branch High School,14121 Old Columbia Pike,,Burtonsville,MD,20866,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Quince Orchard High School,15800 Quince Orchard Road,,Gaithersburg,MD,20878,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Richard Montgomery High School,250 Richard Montgomery Drive,,Rockville,MD,20852,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Rockville High School,2100 Baltimore Road,,Rockville,MD,20851,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Seneca Valley High School,19401 Crystal Rock Drive,,Germantown,MD,20874,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Thomas S. Wootton High School,2100 Wootton Parkway,,Rockville,MD,20850,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Walter Johnson High School,6400 Rock Spring Drive,,Bethesda,MD,20814,,2020/10/17,continuously
Maryland,Montgomery,dropbox,Winston Churchill High School,11300 Gainsborough Road,,Potomac,MD,20854,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Bowie High School,15200 Annapolis Road,,Bowie,MD,20715,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Bowie State University - James Gym,14000 Jericho Park Road,,Bowie,MD,20715,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Cedar Heights Community Center,1200 Glen Willow Drive,,Capitol Heights,MD,20743,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Central High at Forestville,7001 Beltz Drive,,Forestville,MD,20747,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Charles H. Flowers High School,10001 Ardwick Ardmore Road,,Upper Marlboro,MD,20774,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Crossland High School,6901 Temple Hill Road,,Temple Hills,MD,20748,,2020/10/17,continuously
Maryland,Prince George's,dropbox,"Dr. Henry A. Wise, Jr. High School",12650 Brooke Lane,,Upper Marlboro,MD,20772,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Eleanor Roosevelt High School,7601 Hanover Parkway,,Greenbelt,MD,20770,,2020/10/17,continuously
Maryland,Prince George's,dropbox,FedEx Field,1600 FedEx Way,,Landover,MD,20785,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Glenn Dale Community Center,11901 Glenn Dale Boulevard,,Glenn Dale,MD,20769,,2020/10/17,continuously
Maryland,Prince George's,dropbox,John E. Howard Community Center,4400 Shell Street,,Capitol Heights,MD,20743,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Largo High School,505 Largo Road,,Upper Marlboro,MD,20774,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Largo/Kettering/Perrywood Community Center,431 Watkins Park Drive,,Upper Marlboro,MD,20774,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Oxon Hill High School,6701 Leyte Drive,,Oxon Hill,MD,20745,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Potomac High School,5211 Boydell Avenue,,Oxon Hill,MD,20745,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Rollingcrest-Chillum Community Center,6120 Sargent Road,,Hyattsville,MD,20782,,2020/10/17,continuously
Maryland,Prince George's,dropbox,South Bowie Community Center,1717 Pittsfield Lane,,Bowie,MD,20715,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Suitland High School,5200 Silver Hill Road,,Forestville,MD,20747,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Surrattsville High School,6101 Garden Drive,,Clinton,MD,20735,,2020/10/17,continuously
Maryland,Prince George's,dropbox,Temple Hills Community Center,5300 Temple Hill Road,,Temple Hills,MD,20748,,2020/10/17,continuously
Maryland,St. Mary's,dropbox,Charlotte Hall Library,37600 New Market Road,,Charlotte Hall,MD,20622,,2020/10/17,continuously
Maryland,St. Mary's,dropbox,Leonardtown High School,23995 Point Lookout Road,,Leonardtown,MD,20650,,2020/10/17,continuously
Maryland,St. Mary's,dropbox,Lexington Park Elemenary School,46763 Shangri-La Drive,,Lexington Park,MD,20653,,2020/10/17,continuously
Maryland,St. Mary's,dropbox,Margaret Brent Middle School,29675 Point Lookout Road,,Mechanicsville,MD,20659,,2020/10/17,continuously
Maryland,Somerset,dropbox,Crisfield High School,210 N Somerset Avenue,,Crisfield,MD,21817,,2020/10/17,continuously
Maryland,Washington,dropbox,Leonard P Snyder Memorial Library,12624 Broadfording Road,,Clear Spring,MD,21722,,2020/10/17,continuously
Maryland,Washington,dropbox,Washington County Agricultural Education Center,7313 Sharpsburg Pike,,Boonsboro,MD,21713,,2020/10/17,continuously
Maryland,Wicomico,dropbox,Pittsville Volunteer Fire Department,7442 Gumboro Rd,,Pittsville,MD,21850,,2020/10/17,continuously
Maryland,Wicomico,dropbox,Wicomico Tourism Center,N Salisbury Boulevard,,Delmar,MD,21875,,2020/10/17,continuously
Maryland,Baltimore County,dropbox,Catonsville High School,421 Bloomsbury Avenue,,Baltimore,MD,21228,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Catonsville Middle,2301 Edmondson Avenue,,Baltimore,MD,21228,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Chatsworth Elementary School,222 New Avenue,,Reisterstown,MD,21136,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Chesapeake High School,1801 Turkey Point Road,,Baltimore,MD,21221,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Colgate Elementary School,401 51st Street,,Baltimore,MD,21224,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Dulaney High School,255 East Padonia Road,,Lutherville/Timonium,MD,21093,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Dundalk High School,1901 Delvale Avenue,,Baltimore,MD,21222,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Eastern Technical High School,1100 Mace Avenue,,Baltimore,MD,21221,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Franklin High School,12000 Reisterstown Road,,Reisterstown,MD,21136,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,George Washington Carver Center for Arts & Technology,938 York Road,,Baltimore,MD,21204,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Honeygo Elementary School,4816 E Joppa Road,,Perry Hall,MD,21138,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Lansdowne Elementary School,2301 Alma Road,,Baltimore,MD,21227,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Loch Raven High School,1212 Cowpens Avenue,,Baltimore,MD,21286,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Milford Mill Academy,3800 Washington Avenue,,Baltimore,MD,21244,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,New Town High School,4931 New Town Boulevard,,Owings Mills,MD,21117,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Orems Elementary School,711 High Villa Road,,Baltimore,MD,21221,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Overlea High School,5401 Kenwood Avenue,,Baltimore,MD,21206,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Owings Mills High School,124 Tollgate Road,,Owings Mills,MD,21117,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Parkville High School,2600 Putty Hill Avenue,,Baltimore,MD,21234,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Patapsco High School,8100 Wise Avenue,,Baltimore,MD,21222,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Perry Hall High School,4601 Ebenezer Road,,Baltimore,MD,21236,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Pikesville High School,7621 Labyrinth Road,,Baltimore,MD,21208,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Randallstown High School,4000 Offutt Road,,Randallstown,MD,21133,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Red House Run Elementary School,1717 Weyburn Road,,Baltimore,MD,21237,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Seventh District Elementary School,20300 York Road,,Parkton,MD,21129,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Sparrows Point High School,7400 North Point Road,,Baltimore,MD,21219,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Towson High School,69 Cedar Avenue,,Baltimore,MD,21286,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Vincent Farm Elementary,6019 Ebenezer Road,,White Marsh,MD,21162,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Western School of Technology,100 Kenwood Avenue,,Baltimore,MD,21228,,2020/10/24,continuously
Maryland,Baltimore County,dropbox,Woodlawn High School,1801 Woodlawn Drive,,Baltimore,MD,21207,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Bette Carol Thompson Scotland Neighborhood Recreation Center,7700 Scotland Drive,,Potomac,MD,20854,,2020/10/24,continuously
Maryland,Montgomery,dropbox,East County Community Recreation Center,3310 Gateshead Manor Way,,Silver Spring,MD,20904,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Friendship Heights,4433 South Park Ave,,Chevy Chase,MD,20815,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Gwendolyn E. Coffield Community Recreation Center,2450 Lyttonsville Road,,Silver Spring,MD,20910,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Longwood Community Recreation Center,19300 Georgia Avenue,,Brookeville,MD,20833,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Margaret Schweinhaut Senior Center,1000 Forest Glen Road,,Silver Spring,MD,20860,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Robertson Park Youth Center,801 Rabbitt Rd,,Gaithersburg,MD,20878,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Sherwood High School,300 Olney Sandy Spring Road,,Sandy Spring,MD,20860,,2020/10/24,continuously
Maryland,Montgomery,dropbox,Upper County Community Recreation Center,8201 Emory Grove Road,,Gaithersburg,MD,20877,,2020/10/24,continuously
Maryland,St. Mary's,dropbox,Lettie Dent Elementary School,37840 New Market Turner Road,,Mechanicsville,MD,20659,,2020/10/24,continuously
Maryland,St. Mary's,dropbox,Spring Ridge Middle School,19856 Three Notch Road,,Lexington Park,MD,20653,,2020/10/24,continuously
Maryland,Allegany,Election Day Vote Center,"Allegany County Office Complex, Room 100",701 Kelly Road,,Cumberland,MD,21502,,2020/11/03,07:00-20:00
Maryland,Allegany,Election Day Vote Center,Allegany High School,900 Seton Drive,,Cumberland,MD,21502,,2020/11/03,07:00-20:00
Maryland,Allegany,Election Day Vote Center,Flintstone Volunteer Fire Dept,21701 Flintstone Drive NE,,Flintstone,MD,21530,,2020/11/03,07:00-20:00
Maryland,Allegany,Election Day Vote Center,Fort Hill High School,500 Greenway Avenue,,Cumberland,MD,21502,,2020/11/03,07:00-20:00
Maryland,Allegany,Election Day Vote Center,Mountain Ridge High School,100 Dr. Nancy S Grasmick Lane,,Frostburg,MD,21532,,2020/11/03,07:00-20:00
Maryland,Allegany,Election Day Vote Center,Westmar Middle School,16915 Lower Georges Creek Road SW,,Lonaconing,MD,21539,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Annapolis High School,2700 Riva Road,,Annapolis,MD,21401,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Arnold Elementary School,95 E Joyce Lane,,Arnold,MD,21012,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Arundel High School,1001 Annapolis Road,,Gambrills,MD,21054,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Bates Middle School,701 Chase Street,,Annapolis,MD,21401,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Broadneck High School,1265 Green Holly Drive,,Annapolis,MD,21409,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Brock Bridge Elementary School,405 Brock Bridge Road,,Laurel,MD,20724,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Brooklyn Park Middle School,200 Hammonds Lane,,Baltimore,MD,21225,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Chesapeake High School,4798 Mountain Road,,Pasadena,MD,21122,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Chesapeake Science Point Charter School,7321 Parkway Drive South,,Hanover,MD,21076,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Corkran Middle School,7600 Quarterfield Road,,Glen Burnie,MD,21061,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Crofton Elementary School,1405 Duke of Kent Drive,,Crofton,MD,21114,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Crofton Middle School,2301 Davidsonville Road,,Gambrills,MD,21054,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Earleigh Heights Volunteer Fire Hall,161 Ritchie Highway,,Severna Park,MD,21146,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Glen Burnie High School,7550 Baltimore Annapolis Boulevard,,Glen Burnie,MD,21060,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Heritage Community Church,8146 Quarterfield Road,,Severn,MD,21144,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Lindale Middle School,415 Andover Road,,Linthicum,MD,21090,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Magothy River Middle School,241 Peninsula Farm Road,#1052,Arnold,MD,21012,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Marley Middle School,10 Davis Court,,Glen Burnie,MD,21060,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Meade High School,1100 Clark Road,,Ft Meade,MD,20755,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Millersville Elementary School,1601 Millersville Road,,Millersville,MD,21108,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,North County High School,10 East 1st Avenue,,Glen Burnie,MD,21061,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Northeast High School,1121 Duvall Highway,,Pasadena,MD,21122,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Old Mill High School,600 Patriot Lane,,Millersville,MD,21108,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Pip Moyer Recreation Center,273 Hilltop Lane,,Annapolis,MD,21403,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Rolling Knolls Elementary School,1985 Valley Road,,Annapolis,MD,21401,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Severna Park High School,60 Robinson Road,,Severna Park,MD,21146,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Solley Elementary School,7608 Solley Road,,Glen Burnie,MD,21060,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,South River High School,201 Central Avenue East,,Edgewater,MD,21037,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Southern High School,4400 Solomons Island Road,,Harwood,MD,20776,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Southern Middle School,5235 Solomons Island Road,,Lothian,MD,20711,,2020/11/03,07:00-20:00
Maryland,Anne Arundel,Election Day Vote Center,Van Bokkelen Elementary School,1140 Reece Road,,Severn,MD,21144,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Academy for College and Career Exploration School 427,1300 W 36th Street,,Baltimore,MD,21211,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Achievement Academy at Harbor City High School 413,2201 Pinewood Avenue,,Baltimore,MD,21214,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Baltimore City Community College (BCCC) - Gymnasium,2901 Liberty Heights Avenue,,Baltimore,MD,21215,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Barclay Elem School 54,2900 Barclay Street,,Baltimore,MD,21218,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Benjamin Franklin High School at Masonville Cove 239,1201 Cambria Street,,Baltimore,MD,21225,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Carver Vocational-Technical High School 454,2201 Presstman Street,,Baltimore,MD,21216,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Cross Country @ Northwestern School 247,6900 Park Heights Avenue,,Baltimore,MD,21215,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Dickey Hill Elementary/Middle School 201,5025 Dickey Hill Road,,Baltimore,MD,21207,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Digital Harbor High School 416,1100 Covington Street,,Baltimore,MD,21230,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Edmondson High School 400,501 N Athol Avenue,,Baltimore,MD,21229,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Forest Park High School 406,3701 Eldorado Avenue,,Baltimore,MD,21207,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Holabird Academy 229,1500 Imla Street,,Baltimore,MD,21224,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Leith Walk Elementary/Mid School 245,5915 Glennor Road,,Baltimore,MD,21239,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Morgan State University - Hurt Gymnasium,1700 E Cold Spring Lane,,Baltimore,MD,21251,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Mount Pleasant Church and Ministries,6000 Radecke Avenue,,Baltimore,MD,21206,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,New Era Academy,2700 Seamon Avenue,,Baltimore,MD,21225,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Oriole Park @ Camden Yards - Dempsey Restaurant,333 W Camden Street,,Baltimore,MD,21201,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Patterson High School 405,100 Kane Street,,Baltimore,MD,21224,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Paul Laurence Dunbar High School 414,1400 Orleans Street,,Baltimore,MD,21231,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Reach! Partnership School 341,2555 Harford Road,,Baltimore,MD,21218,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Renaissance Academy 433,1301 McCulloh Street,,Baltimore,MD,21217,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Southeast Anchor Library,3601 Eastern Avenue,,Baltimore,MD,21224,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Violetville Elementary/Middle School 226,1207 Pine Heights Avenue,,Baltimore,MD,21229,,2020/11/03,07:00-20:00
Maryland,Baltimore City,Election Day Vote Center,Western High School 407,4600 Falls Road,,Baltimore,MD,21209,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Arbutus Recreation Center,865 Sulphur Spring Road,,Halethorpe,MD,21227,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Catonsville High School,421 Bloomsbury Avenue,,Baltimore,MD,21228,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Catonsville Middle School,2301 Edmondson Avenue,,Baltimore,MD,21228,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Chatsworth Elementary School,222 New Avenue,,Reisterstown,MD,21136,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Chesapeake High School,1801 Turkey Point Road,,Baltimore,MD,21221,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Colgate Elementary School,401 51st Street,,Baltimore,MD,21224,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,County Campus Metro Centre at Owings Mills,10302 Grand Central Avenue,,Owings Mills,MD,21117,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Dulaney High School,255 East Padonia Road,,Lutherville,MD,21093,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Dundalk High School,1901 Delvale Avenue,,Baltimore,MD,21222,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Eastern Technical High School,1100 Mace Avenue,,Baltimore,MD,21221,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Franklin High School,12000 Reisterstown Road,,Reisterstown,MD,21136,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,George Washington Carver Center for Arts & Technology,938 York Road,,Baltimore,MD,21204,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Hereford High School,17301 York Road,,Parkton,MD,21120,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Honeygo Elementary School,4816 E Joppa Road,,Perry Hall,MD,21138,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Honeygo Run Community Center,9033 Honeygo Boulevard,,Perry Hall,MD,21128,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Jacksonville Recreation Center at Sweet Air Park,3605 B Sweet Air Road,,Jacksonville,MD,21131,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Lansdowne Elementary School,2301 Alma Road,,Baltimore,MD,21227,,2020/11/03,07:00-20:00
Maryland,Baltimore County,Election Day Vote Center,Loch Raven High School,1212 Cowpens Avenue,,Baltimore,MD,21286,,2020/11/03,07:00-20:00
